rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,#KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC,Unnamed: 11
1923,5546761,K02160.01,Kepler-1125 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,17.6700291,0.0001226,-0.0001226,131.60103,0.00594,-0.00594,2454964.601,0.00594,-0.00594,0.0,,,,,,0.932,0.025,-0.659,6.693,0.188,-0.188,,,,348.4,15.0,-15.0,0.021247,0.000349,-0.00398,0.037,0.55299,-0.01785,LS+MCMC,2.89,0.49,-0.48,0.1348,,,83.69,,,778.0,,,86.37,37.85,-29.68,8.48,4.2,-4.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,4.521205,19.35162,25.0,2,61.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.0798,Mandel and Agol (2002 ApJ 580 171),,,005/005546/005546761/dv/kplr005546761-20160209194854_dvr.pdf,005/005546/005546761/dv/kplr005546761-001-20160209194854_dvs.pdf,5795.0,78.0,-78.0,4.265,0.15,-0.112,0.16,0.15,-0.15,1.247,0.209,-0.209,1.042,0.079,-0.063,,,,q1_q17_dr25_stellar,295.48123,40.731979,14.874,15.364,14.826,14.664,14.606,13.694,13.31,13.243,0.345,19.69873,1.5e-05,40.7319,0.00017,-0.75,0.63,-0.29,0.6,0.00018,0.0002,0.00011,0.0002,0.2,0.27,-0.15,0.28,0.25,0.28,0.21,0.28,-0.25,0.28,0.33,0.29,5546761.0,17.6706523,6.62e-05,54964.588566,0.10191,0.15,74.5197,8.6371,14.874,5564.0,True,
1946,6041734,K02167.01,Kepler-1129 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,24.3398202,0.0001434,-0.0001434,136.05813,0.00493,-0.00493,2454969.058,0.00493,-0.00493,0.0,,,,,,0.928,0.004,-0.647,3.891,0.13,-0.13,,,,777.3,30.0,-30.0,0.031817,0.000198,-0.006305,0.3189,4.69781,-0.03453,LS+MCMC,5.09,0.85,-1.13,0.1644,,,87.53,,,737.0,,,69.79,30.99,-29.81,21.5,10.6,-10.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2329,0.4554,q1_q17_dr25_koi,4.947737,20.40939,27.8,3,47.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.6158,Mandel and Agol (2002 ApJ 580 171),,,006/006041/006041734/dv/kplr006041734-20160209194854_dvr.pdf,006/006041/006041734/dv/kplr006041734-001-20160209194854_dvs.pdf,5596.0,84.0,-75.0,4.105,0.203,-0.101,0.14,0.15,-0.15,1.466,0.244,-0.326,0.998,0.081,-0.066,,,,q1_q17_dr25_stellar,291.60449,41.309361,15.28,15.738,15.256,15.084,15.01,14.173,13.804,13.783,0.661,19.440282,1.7e-05,41.30936,0.00014,-0.75,0.7,0.0,0.49,-0.00021,0.00055,0.00013,0.00039,0.04,0.14,-0.01,0.13,0.04,0.14,0.05,0.12,-0.04,0.17,0.06,0.14,6041734.0,24.3400239,0.000133,54969.058105,0.028222,0.04,73.6759,11.5,15.28,5994.0,False,
2115,9827149,K02586.01,Kepler-1282 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.131945045,6.449e-06,-6.449e-06,133.65547,0.00268,-0.00268,2454966.655,0.00268,-0.00268,0.0,,,,,,0.209,0.237,-0.209,1.8061,0.0699,-0.0699,,,,269.4,13.4,-13.4,0.014975,0.000612,-0.000433,3.01046,0.43171,-1.1218,LS+MCMC,1.66,0.5,-0.17,0.0335,,,88.66,,,1418.0,,,955.16,848.6,-293.98,8.98,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2514,0.4282,q1_q17_dr25_koi,4.546344,19.88047,22.9,2,538.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.0836,Mandel and Agol (2002 ApJ 580 171),,,009/009827/009827149/dv/kplr009827149-20160209194854_dvr.pdf,009/009827/009827149/dv/kplr009827149-001-20160209194854_dvs.pdf,5845.0,162.0,-223.0,4.469,0.05,-0.2,0.26,0.15,-0.3,1.013,0.305,-0.102,1.102,0.109,-0.136,,,,q1_q17_dr25_stellar,290.17618,46.698341,15.545,16.104,15.483,15.306,15.232,14.318,13.941,13.852,0.072,19.345083,1.5e-05,46.69822,0.00017,0.17,0.56,-0.44,0.6,-0.00014,0.00015,0.00017,0.00016,0.22,0.2,-0.18,0.18,0.28,0.19,0.15,0.2,-0.2,0.18,0.25,0.19,9827149.0,2.1319392,4.5e-06,54966.651407,0.024574,0.32,78.2362,14.7209,15.545,5599.0,False,
2136,3861595,K00004.01,Kepler-1658 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---PLANET_OCCULT_DV---MOD_SEC_ALT---PLANET_OCCULT_ALT---HAS_SEC_TCE---CENT_SATURATED,3.849371737,2.344e-06,-2.344e-06,157.526686,0.000488,-0.000488,2454990.527,0.000488,-0.000488,0.0,,,,,,0.915,0.02,-0.056,2.632,0.106,-0.106,,,,1298.6,13.0,-13.0,0.039601,0.000521,-0.002214,0.22463,0.17327,-0.08789,LS+MCMC,12.94,1.8,-4.2,0.0548,,,80.61,,,2034.0,,,4055.29,1643.78,-2336.51,5.6,2.2,-2.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3033,0.3133,q1_q17_dr25_koi,26.059868,235.59987,132.7,1,276.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.057,Mandel and Agol (2002 ApJ 580 171),,,003/003861/003861595/dv/kplr003861595-20160209194854_dvr.pdf,003/003861/003861595/dv/kplr003861595-001-20160209194854_dvs.pdf,6244.0,126.0,-114.0,3.657,0.27,-0.09,-0.16,0.2,-0.15,2.992,0.416,-0.971,1.482,0.131,-0.261,,,,q1_q17_dr25_stellar,294.35654,38.94738,11.432,11.755,11.354,11.294,11.305,10.475,10.266,10.195,0.0,19.62376866,4.5e-07,38.9473404,5.4e-06,-0.056,0.019,-0.143,0.019,0.00019,3.4e-05,0.000122,3.9e-05,-0.073,0.069,-0.032,0.074,0.08,0.069,-0.049,0.073,-0.077,0.076,0.091,0.075,3861595.0,3.8493669,7.3e-06,54959.728108,0.02042,0.2,72.5166,8.5502,11.432,6054.0,True,
2163,8022489,K02674.01,Kepler-1311 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.989,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,197.5111484,0.0003637,-0.0003637,272.3864,0.00131,-0.00131,2455105.386,0.00131,-0.00131,0.0,,,,,,0.814,0.013,-0.019,11.106,0.101,-0.101,,,,2575.6,16.0,-16.0,0.05206,0.000397,-0.000644,0.36069,0.04409,-0.03499,LS+MCMC,9.52,1.56,-2.15,0.6711,,,89.49,,,391.0,,,5.54,2.65,-2.43,90.6,11.1,-11.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2357,0.4484,q1_q17_dr25_koi,66.03131,125.39901,175.2,3,7.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8667,Mandel and Agol (2002 ApJ 580 171),,,008/008022/008022489/dv/kplr008022489-20160209194854_dvr.pdf,008/008022/008022489/dv/kplr008022489-001-20160209194854_dvs.pdf,5616.0,124.0,-90.0,4.004,0.202,-0.093,0.04,0.15,-0.15,1.674,0.275,-0.378,1.032,0.107,-0.097,,,,q1_q17_dr25_stellar,289.65125,43.824421,13.349,13.794,13.282,13.159,13.065,12.169,11.859,11.825,0.34,19.3100855,2.6e-06,43.824452,2.8e-05,0.06,0.1,0.11,0.1,-0.00026,0.00029,-8e-05,0.00032,-0.06,0.12,0.03,0.13,0.07,0.12,-0.07,0.11,0.11,0.12,0.13,0.11,8022489.0,197.511121,0.001923,55105.403908,0.086785,0.01,75.376,13.8755,13.349,5687.0,True,
2164,8022489,K02674.02,Kepler-1311 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.986,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.1726723,0.0001114,-0.0001114,140.00764,0.00729,-0.00729,2454973.008,0.00729,-0.00729,0.0,,,,,,0.504,0.437,-0.306,6.106,0.242,-0.242,,,,76.8,4.7,-4.7,0.008182,0.000135,-0.000543,0.27686,0.1726,-0.02378,LS+MCMC,1.5,0.24,-0.34,0.0989,,,87.64,,,1019.0,,,255.06,122.24,-111.75,12.22,3.8,-3.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2357,0.4484,q1_q17_dr25_koi,5.4428034,12.301436,17.0,3,108.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.352,Mandel and Agol (2002 ApJ 580 171),,,008/008022/008022489/dv/kplr008022489-20160209194854_dvr.pdf,008/008022/008022489/dv/kplr008022489-003-20160209194854_dvs.pdf,5616.0,124.0,-90.0,4.004,0.202,-0.093,0.04,0.15,-0.15,1.674,0.275,-0.378,1.032,0.107,-0.097,,,,q1_q17_dr25_stellar,289.65125,43.824421,13.349,13.794,13.282,13.159,13.065,12.169,11.859,11.825,0.648,19.310084,2.2e-05,43.82433,0.00025,-0.01,0.87,-0.34,0.89,-2e-06,6.5e-05,3.2e-05,6.7e-05,0.7,0.6,-0.55,0.78,0.89,0.71,0.67,0.62,-0.48,0.77,0.83,0.7,8022489.0,197.511121,0.001923,55105.403908,0.086785,0.01,75.376,13.8755,13.349,5687.0,True,
2165,8022489,K02674.03,Kepler-1311 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.53573284,1.109e-05,-1.109e-05,133.01581,0.00373,-0.00373,2454966.016,0.00373,-0.00373,0.0,,,,,,0.054,0.4,-0.054,3.989,0.11,-0.11,,,,68.0,3.0,-3.0,0.007455,0.000262,-0.000247,0.35053,0.00709,-0.15006,LS+MCMC,1.36,0.23,-0.3,0.0368,,,89.37,,,1671.0,,,1842.18,882.93,-807.12,4.9207,0.0995,-0.0995,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2357,0.4484,q1_q17_dr25_koi,4.5185146,19.553331,25.5,3,524.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.287,Mandel and Agol (2002 ApJ 580 171),,,008/008022/008022489/dv/kplr008022489-20160209194854_dvr.pdf,008/008022/008022489/dv/kplr008022489-002-20160209194854_dvs.pdf,5616.0,124.0,-90.0,4.004,0.202,-0.093,0.04,0.15,-0.15,1.674,0.275,-0.378,1.032,0.107,-0.097,,,,q1_q17_dr25_stellar,289.65125,43.824421,13.349,13.794,13.282,13.159,13.065,12.169,11.859,11.825,0.202,19.310079,1.5e-05,43.82429,0.00017,-0.18,0.6,-0.47,0.62,9e-06,3.8e-05,3.5e-05,3.9e-05,0.16,0.19,-0.41,0.27,0.44,0.26,0.14,0.2,-0.35,0.27,0.37,0.26,8022489.0,197.511121,0.001923,55105.403908,0.086785,0.01,75.376,13.8755,13.349,5687.0,True,
2212,9753154,K02457.01,Kepler-1244 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.70429015,2.561e-05,-2.561e-05,132.21478,0.00556,-0.00556,2454965.215,0.00556,-0.00556,0.0,,,,,,0.001,0.448,-0.001,3.37,0.165,-0.165,,,,55.7,4.2,-4.2,0.006909,0.00034,-0.000283,0.83907,0.09284,-0.37949,LS+MCMC,1.45,0.31,-0.45,0.0502,,,90.0,,,1839.0,,,2708.57,1645.31,-1578.0,8.475,0.938,-0.938,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3088,0.2774,q1_q17_dr25_koi,5.859686,16.847519,15.9,1,360.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4271,Mandel and Agol (2002 ApJ 580 171),,,009/009753/009753154/dv/kplr009753154-20160209194854_dvr.pdf,009/009753/009753154/dv/kplr009753154-001-20160209194854_dvs.pdf,6732.0,163.0,-204.0,3.958,0.273,-0.117,-0.42,0.3,-0.25,1.927,0.402,-0.603,1.23,0.189,-0.189,,,,q1_q17_dr25_stellar,282.30121,46.516201,12.402,12.599,12.336,12.267,12.292,11.503,11.351,11.269,0.043,18.820062,1.7e-05,46.51635,0.00015,-0.71,0.63,0.53,0.55,4.2e-05,3.4e-05,-3e-05,3e-05,-0.05,0.23,0.06,0.26,0.08,0.26,0.02,0.23,0.04,0.25,0.05,0.24,9753154.0,3.7042675,6.9e-06,54998.553701,0.017831,0.39,75.9769,19.6831,12.402,6514.0,True,
2240,11187837,K00252.01,Kepler-1663 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,17.60461401,2.499e-05,-2.499e-05,170.4984,0.00109,-0.00109,2455003.498,0.00109,-0.00109,0.0,,,,,,0.715,0.04,-0.512,3.716,0.0836,-0.0836,,,,2292.1,33.5,-33.5,0.046863,0.003419,-0.002963,1.29603,2.00278,-0.06327,LS+MCMC,2.64,0.15,-0.23,0.1072,,,88.52,,,362.0,,,4.07,0.87,-0.98,27.7,10.7,-10.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2575,0.4768,q1_q17_dr25_koi,14.0273695,71.954796,80.1,1,77.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8574,Mandel and Agol (2002 ApJ 580 171),,,011/011187/011187837/dv/kplr011187837-20160209194854_dvr.pdf,011/011187/011187837/dv/kplr011187837-001-20160209194854_dvs.pdf,3744.0,75.0,-83.0,4.737,0.046,-0.028,0.06,0.15,-0.15,0.516,0.03,-0.046,0.529,0.035,-0.043,,,,q1_q17_dr25_stellar,290.40149,48.82259,15.613,17.061,15.696,14.992,14.621,13.418,12.741,12.552,0.0,19.360101,4.4e-06,48.82267,4.3e-05,0.03,0.16,0.29,0.16,0.00013,0.0004,0.0015,0.00045,-0.039,0.079,-0.097,0.085,0.105,0.089,-0.054,0.076,0.424,0.088,0.428,0.087,11187837.0,17.604587,6.62e-05,54968.290311,0.030311,0.09,80.3107,15.4443,15.613,3897.0,True,
2580,5369827,K02690.01,Kepler-1870 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.606940379,7.245e-06,-7.245e-06,134.77442,0.00165,-0.00165,2454967.774,0.00165,-0.00165,0.0,,,,,,0.857,0.06,-0.576,1.0418,0.066,-0.066,,,,432.3,27.2,-27.2,0.022221,0.003471,-0.003252,4.68913,27.99709,-3.81928,LS+MCMC,2.04,0.26,-0.07,0.0453,,,86.68,,,1046.0,,,283.23,103.34,-38.48,14.77,7.4,-7.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,q1_q17_dr25_koi,9.370009,45.816166,20.8,1,298.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.8996,Mandel and Agol (2002 ApJ 580 171),,,005/005369/005369827/dv/kplr005369827-20160209194854_dvr.pdf,005/005369/005369827/dv/kplr005369827-001-20160209194854_dvs.pdf,5508.0,99.0,-110.0,4.569,0.012,-0.108,0.07,0.15,-0.15,0.84,0.107,-0.027,0.955,0.045,-0.067,,,,q1_q17_dr25_stellar,293.93347,40.59074,13.461,14.004,13.407,13.229,13.144,12.186,11.812,11.758,0.023,19.5955688,5e-06,40.590685,5.3e-05,0.17,0.21,-0.2,0.19,-9e-06,8.7e-05,0.000112,8e-05,-0.13,0.14,-0.01,0.11,0.13,0.14,0.07,0.14,0.0,0.11,0.07,0.14,5369827.0,3.606928,6.7e-06,54967.778417,0.009844,0.2,73.8335,9.6063,13.461,5367.0,False,
2586,6436029,K02828.01,Kepler-1359 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.993,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,59.4969009,0.0004885,-0.0004885,146.95193,0.00694,-0.00694,2454979.952,0.00694,-0.00694,0.0,,,,,,0.406,0.046,-0.406,5.404,0.175,-0.175,,,,1262.1,59.6,-59.6,0.032075,0.00066,-0.001966,2.71881,1.04281,-0.52161,LS+MCMC,2.92,0.24,-0.3,0.2769,,,89.71,,,369.0,,,4.36,1.57,-1.3,79.8,30.6,-30.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0927,0.6563,q1_q17_dr25_koi,6.9362326,18.73933,23.2,2,19.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.4927,Mandel and Agol (2002 ApJ 580 171),,,006/006436/006436029/dv/kplr006436029-20160209194854_dvr.pdf,006/006436/006436029/dv/kplr006436029-001-20160209194854_dvs.pdf,4817.0,184.0,-167.0,4.499,0.095,-0.114,0.42,0.05,-0.3,0.833,0.068,-0.084,0.8,0.056,-0.051,,,,q1_q17_dr25_stellar,289.53882,41.892818,15.768,16.7,15.693,15.369,15.168,14.042,13.507,13.43,0.183,19.302608,1.7e-05,41.8927,0.00016,0.8,0.69,-0.43,0.58,-0.00113,0.0009,0.00031,0.00078,0.07,0.41,0.58,0.21,0.58,0.22,0.18,0.37,0.63,0.21,0.65,0.25,6436029.0,505.466934,0.0073539,55291.074885,0.100395,0.0,73.5349,13.1454,15.768,4652.0,False,
2898,9592705,K00288.01,Kepler-1714 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,10.27532513,1.442e-05,-1.442e-05,177.27227,0.00114,-0.00114,2455010.272,0.00114,-0.00114,0.0,,,,,,0.315,0.123,-0.315,6.3093,0.0396,-0.0396,,,,209.7,2.4,-2.4,0.013362,0.000174,-0.000244,0.30955,0.06478,-0.04551,LS+MCMC,3.04,0.15,-0.21,0.1047,,,88.49,,,1211.0,,,508.21,75.8,-92.88,12.0,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3061,0.3279,q1_q17_dr25_koi,9.725593,63.530613,99.5,1,126.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2835,Mandel and Agol (2002 ApJ 580 171),,,009/009592/009592705/dv/kplr009592705-20160209194854_dvr.pdf,009/009592/009592705/dv/kplr009592705-001-20160209194854_dvs.pdf,6150.0,73.0,-85.0,3.96,0.03,-0.027,0.22,0.15,-0.15,2.086,0.098,-0.147,1.448,0.059,-0.148,,,,q1_q17_dr25_stellar,293.71646,46.226654,11.02,11.509,11.05,,,10.011,9.774,9.705,0.0,19.5810848,3.6e-06,46.226522,3.5e-05,-0.47,0.14,-0.48,0.13,4.9e-05,2.9e-05,6.4e-05,2.7e-05,-1.05,0.59,-1.43,0.53,1.77,0.73,-1.48,0.52,-1.1,0.46,1.84,0.64,9592705.0,10.275301,3e-05,54969.172625,0.054382,0.24,78.8707,12.3151,11.02,-1.0,True,
2930,11442793,K00351.01,Kepler-90 h,CONFIRMED,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT,331.5972732,0.0002459,-0.0002459,140.498929,0.000586,-0.000586,2454973.499,0.000586,-0.000586,0.0,,,,,,0.02,0.136,-0.02,14.404,0.0319,-0.0319,,,,8322.1,25.3,-25.3,0.083115,0.000302,-0.000124,1.18855,0.00281,-0.05302,LS+MCMC,10.89,1.77,-1.45,0.9654,,,89.99,,,294.0,,,1.76,0.79,-0.55,190.456,0.45,-0.45,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,183.05147,249.14,355.0,7,3.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.0013,Mandel and Agol (2002 ApJ 580 171),,,011/011442/011442793/dv/kplr011442793-20160209194854_dvr.pdf,011/011442/011442793/dv/kplr011442793-001-20160209194854_dvs.pdf,5970.0,107.0,-131.0,4.317,0.11,-0.121,0.1,0.15,-0.15,1.2,0.195,-0.16,1.089,0.089,-0.08,,,,q1_q17_dr25_stellar,284.4335,49.305161,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.086,18.9622327,1.2e-06,49.305168,1.2e-05,0.0,0.043,0.029,0.043,-9e-05,0.00088,0.0004,0.0013,-0.051,0.073,-0.078,0.078,0.093,0.077,-0.011,0.075,-0.13,0.095,0.13,0.095,11442793.0,842.4,0.0147,54980.096927,0.10672,0.0,79.2695,19.2558,13.804,6103.0,True,
2948,11442793,K00351.02,Kepler-90 g,CONFIRMED,Done,2018-08-16,CANDIDATE,0.88,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,210.6013843,0.0002347,-0.0002347,147.056867,0.000886,-0.000886,2454980.057,0.000886,-0.000886,0.0,,,,,,0.002,0.172,-0.002,11.9922,0.0347,-0.0347,,,,4159.3,18.5,-18.5,0.058748,0.00028,-0.00014,1.22233,0.00639,-0.08123,LS+MCMC,7.7,1.25,-1.03,0.7133,,,90.0,,,342.0,,,3.22,1.45,-1.01,142.042,0.743,-0.743,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,74.07316,101.80441,232.4,7,6.0,2.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.254,Mandel and Agol (2002 ApJ 580 171),,,011/011442/011442793/dv/kplr011442793-20160209194854_dvr.pdf,011/011442/011442793/dv/kplr011442793-002-20160209194854_dvs.pdf,5970.0,107.0,-131.0,4.317,0.11,-0.121,0.1,0.15,-0.15,1.2,0.195,-0.16,1.089,0.089,-0.08,,,,q1_q17_dr25_stellar,284.4335,49.305161,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.014,18.9622302,2e-06,49.305155,2e-05,-0.087,0.072,-0.018,0.073,0.00032,0.0005,0.00041,0.00069,-0.086,0.078,-0.09,0.17,0.12,0.14,-0.071,0.078,-0.18,0.16,0.19,0.15,11442793.0,842.4,0.0147,54980.096927,0.10672,0.0,79.2695,19.2558,13.804,6103.0,True,
2950,11442793,K00351.03,Kepler-90 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,59.7371443,0.0002402,-0.0002402,158.95974,0.00276,-0.00276,2454991.96,0.00276,-0.00276,0.0,,,,,,0.005,0.413,-0.005,8.0006,0.0951,-0.0951,,,,566.4,13.3,-13.3,0.021678,0.000612,-0.000295,1.04932,0.00076,-0.36688,LS+MCMC,2.84,0.46,-0.38,0.308,,,89.99,,,520.0,,,17.26,7.78,-5.4,58.2791,0.0422,-0.0422,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,9.602684,29.078213,43.5,7,16.0,3.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.3868,Mandel and Agol (2002 ApJ 580 171),,,011/011442/011442793/dv/kplr011442793-20160209194854_dvr.pdf,011/011442/011442793/dv/kplr011442793-003-20160209194854_dvs.pdf,5970.0,107.0,-131.0,4.317,0.11,-0.121,0.1,0.15,-0.15,1.2,0.195,-0.16,1.089,0.089,-0.08,,,,q1_q17_dr25_stellar,284.4335,49.305161,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.072,18.962227,9.9e-06,49.30531,0.0001,-0.2,0.35,0.52,0.37,0.00011,0.0002,-0.00025,0.00021,0.18,0.19,0.35,0.34,0.4,0.31,0.21,0.19,0.26,0.35,0.34,0.3,11442793.0,842.4,0.0147,54980.096927,0.10672,0.0,79.2695,19.2558,13.804,6103.0,True,
2954,11566064,K00353.02,Kepler-1717 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.989,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,30.6528935,0.0002234,-0.0002234,135.04211,0.00624,-0.00624,2454968.042,0.00624,-0.00624,0.0,,,,,,0.682,0.039,-0.493,4.99,0.161,-0.161,,,,269.7,16.2,-16.2,0.015968,0.003669,-0.000988,0.88951,1.33807,-0.04143,LS+MCMC,2.86,0.49,-0.6,0.2014,,,88.89,,,780.0,,,87.69,42.54,-37.1,35.4,13.3,-13.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.303,0.3166,q1_q17_dr25_koi,5.952135,17.312965,17.4,3,46.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0559,Mandel and Agol (2002 ApJ 580 171),,,011/011566/011566064/dv/kplr011566064-20160209194854_dvr.pdf,011/011566/011566064/dv/kplr011566064-002-20160209194854_dvs.pdf,6200.0,124.0,-124.0,4.072,0.188,-0.101,-0.06,0.15,-0.15,1.64,0.281,-0.343,1.158,0.14,-0.105,,,,q1_q17_dr25_stellar,295.21268,49.56218,13.374,13.587,13.303,13.251,13.277,12.455,12.263,12.228,0.59,19.6808522,7.8e-06,49.562138,8.2e-05,0.24,0.27,-0.15,0.3,-7.8e-05,8.9e-05,-5e-06,9.8e-05,0.36,0.19,-0.31,0.31,0.48,0.25,0.34,0.2,-0.37,0.31,0.51,0.27,11566064.0,152.1,0.0013735,55009.55548,0.057572,0.04,82.386,12.9181,13.374,6679.0,True,
