rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
1275,10748390,K00003.01,Kepler-3 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.913,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,4.887803076,4.66e-07,-4.66e-07,124.8130808,7.51e-05,-7.51e-05,2454957.813,7.51e-05,-7.51e-05,0.0,,,,,,0.054,0.145,-0.054,2.36255,0.00466,-0.00466,,,,4315.8,6.1,-6.1,0.057823,0.000351,-0.000174,3.69348,0.0202,-0.31849,LS+MCMC,4.82,0.17,-0.18,0.053,,,89.82,,,800.0,,,96.67,14.91,-13.89,16.7084,0.0914,-0.0914,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0989,0.6441,q1_q17_dr25_koi,245.26993,2034.6268,862.3,1,215.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.0139,Mandel and Agol (2002 ApJ 580 171),,,010/010748/010748390/dv/kplr010748390-20160209194854_dvr.pdf,010/010748/010748390/dv/kplr010748390-001-20160209194854_dvs.pdf,4778.0,86.0,-95.0,4.591,0.015,-0.036,0.32,0.15,-0.15,0.763,0.028,-0.028,0.83,0.02,-0.047,,,,q1_q17_dr25_stellar,297.70935,48.080853,9.174,10.665,9.479,,,7.608,7.131,7.009,0.0,19.84734499,2.9e-07,48.0816448,1.7e-06,1.98,0.01,2.8504,0.0063,0.001684,5.3e-05,0.000811,4.8e-05,-6.2,1.7,-2.27,0.89,6.6,1.8,-4.0,1.4,1.55,0.97,4.3,1.2
1288,7220429,K01700.01,Kepler-931 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.03753796,2.269e-05,-2.269e-05,139.3582,0.00237,-0.00237,2454972.358,0.00237,-0.00237,0.0,,,,,,0.821,0.097,-0.578,2.9118,0.068,-0.068,,,,286.5,10.5,-10.5,0.017584,0.000213,-0.002308,0.60017,1.99652,-0.4035,LS+MCMC,1.54,0.2,-0.17,0.0719,,,86.29,,,744.0,,,72.44,31.29,-22.28,12.7,6.0,-6.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,q1_q17_dr25_koi,4.1385374,25.630995,31.1,1,168.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3412,Mandel and Agol (2002 ApJ 580 171),,,007/007220/007220429/dv/kplr007220429-20160209194854_dvr.pdf,007/007220/007220429/dv/kplr007220429-001-20160209194854_dvs.pdf,5044.0,151.0,-151.0,4.511,0.085,-0.57,-0.02,0.3,-0.25,0.804,0.103,-0.093,0.764,0.095,-0.055,,,,q1_q17_dr25_stellar,297.13263,42.76825,14.471,15.252,14.408,14.136,13.958,12.927,12.427,12.38,0.014,19.808821,1.1e-05,42.76828,0.00012,-0.85,0.45,0.09,0.44,0.00027,0.00012,3e-05,0.00012,0.4,0.16,0.0,0.19,0.4,0.16,0.57,0.16,0.15,0.18,0.59,0.16
1311,7512982,K01480.01,Kepler-859 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.38174802,5.239e-05,-5.239e-05,142.31499,0.00209,-0.00209,2454975.315,0.00209,-0.00209,0.0,,,,,,0.295,0.148,-0.295,3.7922,0.0692,-0.0692,,,,1597.1,36.7,-36.7,0.035772,0.000903,-0.001056,3.08596,0.46886,-0.94227,LS+MCMC,3.16,0.11,-0.22,0.1345,,,89.59,,,528.0,,,18.36,2.57,-3.52,40.77,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,8.812979,38.09962,46.8,2,67.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5361,Mandel and Agol (2002 ApJ 580 171),,,007/007512/007512982/dv/kplr007512982-20160209194854_dvr.pdf,007/007512/007512982/dv/kplr007512982-001-20160209194854_dvs.pdf,4883.0,77.0,-87.0,4.515,0.064,-0.02,0.18,0.15,-0.15,0.808,0.028,-0.055,0.779,0.043,-0.028,,,,q1_q17_dr25_stellar,286.74188,43.190102,15.887,16.619,15.845,15.573,15.452,14.424,13.946,13.858,0.004,19.1161043,7.6e-06,43.190096,9.4e-05,-0.8,0.3,-0.02,0.34,0.00118,0.0005,0.00022,0.00057,0.04,0.11,0.03,0.086,0.047,0.099,-0.069,0.097,0.132,0.095,0.149,0.096
1315,11760959,K01484.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.133,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,3.47021401,2.206e-05,-2.206e-05,356.09943,0.00469,-0.00469,2455189.099,0.00469,-0.00469,0.0,,,,,,0.076,0.41,-0.076,2.289,0.155,-0.155,,,,1105.2,85.9,-85.9,0.029549,0.002615,-0.001559,2.65202,0.4214,-1.3214,LS+MCMC,2.4,0.21,-0.23,0.0403,,,89.63,,,933.0,,,179.02,64.59,-52.77,11.91,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1611,0.5575,q1_q17_dr25_koi,4.5109005,37.087746,8.3,1,323.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.5867,Mandel and Agol (2002 ApJ 580 171),,,011/011760/011760959/dv/kplr011760959-20160209194854_dvr.pdf,011/011760/011760959/dv/kplr011760959-001-20160209194854_dvs.pdf,4922.0,176.0,-176.0,4.555,0.066,-0.044,-0.12,0.3,-0.3,0.744,0.065,-0.072,0.726,0.093,-0.057,,,,q1_q17_dr25_stellar,290.61679,49.957619,15.305,16.116,15.22,14.958,14.987,13.486,13.0,12.926,0.0,19.37461253,9.4e-07,49.9574816,8.4e-06,5.556,0.033,-0.498,0.03,0.000199,8.4e-05,-2e-05,0.00012,-1.7,1.3,0.72,0.27,1.9,1.2,6.8,1.2,0.52,0.31,6.8,1.2
1330,7955580,K01711.01,Kepler-934 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.991,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,55.673582,0.0002722,-0.0002722,136.54906,0.00406,-0.00406,2454969.549,0.00406,-0.00406,0.0,,,,,,0.274,0.179,-0.274,3.778,0.118,-0.118,,,,765.1,37.9,-37.9,0.02478,0.00102,-0.000951,8.37977,1.79779,-2.36737,LS+MCMC,2.19,0.1,-0.13,0.2658,,,89.86,,,384.0,,,5.16,0.85,-0.85,111.1,23.8,-23.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,7.361748,19.036667,22.7,1,22.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1441,Mandel and Agol (2002 ApJ 580 171),,,007/007955/007955580/dv/kplr007955580-20160209194854_dvr.pdf,007/007955/007955580/dv/kplr007955580-001-20160209194854_dvs.pdf,4998.0,79.0,-79.0,4.53,0.056,-0.032,0.14,0.15,-0.15,0.808,0.037,-0.046,0.806,0.046,-0.033,,,,q1_q17_dr25_stellar,290.28845,43.755322,15.061,15.845,14.988,14.725,14.577,13.549,13.057,12.97,0.476,19.352568,1.7e-05,43.75538,0.00017,0.15,0.64,0.21,0.6,-0.00012,0.00055,-0.00034,0.00051,-0.5,0.18,0.07,0.17,0.51,0.18,-0.44,0.17,-0.05,0.19,0.44,0.17
1346,4813563,K01959.01,Kepler-1026 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,36.5157639,0.0001073,-0.0001073,151.28989,0.0024,-0.0024,2454984.29,0.0024,-0.0024,0.0,,,,,,0.787,0.005,-0.562,3.6577,0.089,-0.089,,,,861.3,27.6,-27.6,0.029932,0.003698,-0.00352,1.84625,4.67784,-1.28576,LS+MCMC,2.55,0.1,-0.14,0.1977,,,89.11,,,425.0,,,7.71,1.14,-1.29,50.7,21.4,-21.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1054,0.6323,q1_q17_dr25_koi,8.756478,26.913803,34.7,1,31.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.0509,Mandel and Agol (2002 ApJ 580 171),,,004/004813/004813563/dv/kplr004813563-20160209194854_dvr.pdf,004/004813/004813563/dv/kplr004813563-001-20160209194854_dvs.pdf,4847.0,77.0,-77.0,4.54,0.052,-0.021,0.14,0.15,-0.15,0.781,0.03,-0.045,0.772,0.05,-0.029,,,,q1_q17_dr25_stellar,283.60526,39.997978,14.254,15.052,14.187,13.912,13.772,12.686,12.178,12.077,0.059,18.9070159,9.3e-06,39.99806,0.00011,-0.03,0.38,0.28,0.39,3e-05,0.00034,-0.00042,0.00035,0.07,0.11,-0.02,0.16,0.08,0.12,0.19,0.11,-0.1,0.17,0.21,0.12
1348,2304320,K02033.01,Kepler-1064 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.54081386,4.043e-05,-4.043e-05,133.95274,0.002,-0.002,2454966.953,0.002,-0.002,0.0,,,,,,0.688,0.011,-0.509,2.5996,0.064,-0.064,,,,370.0,12.8,-12.8,0.018716,0.003071,-0.00152,3.36721,4.38274,-2.4665,LS+MCMC,1.57,0.1,-0.08,0.1183,,,88.92,,,570.0,,,24.87,5.58,-4.14,36.5,15.8,-15.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,q1_q17_dr25_koi,6.195805,27.847147,32.8,1,80.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5741,Mandel and Agol (2002 ApJ 580 171),,,002/002304/002304320/dv/kplr002304320-20160209194854_dvr.pdf,002/002304/002304320/dv/kplr002304320-001-20160209194854_dvs.pdf,5064.0,101.0,-101.0,4.572,0.028,-0.048,0.0,0.15,-0.15,0.769,0.049,-0.038,0.806,0.04,-0.045,,,,q1_q17_dr25_stellar,291.74164,37.688938,13.755,14.405,13.71,13.476,13.348,12.33,11.888,11.817,0.0,19.4494539,8.9e-06,37.68866,0.00013,0.45,0.38,-0.99,0.46,-2e-05,0.00014,0.00043,0.00017,-0.4,0.18,-0.16,0.23,0.43,0.18,-0.33,0.17,-0.34,0.22,0.47,0.2
1359,8680979,K01891.01,Kepler-330 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.95541913,5.098e-05,-5.098e-05,143.30236,0.00263,-0.00263,2454976.302,0.00263,-0.00263,0.0,,,,,,0.314,0.126,-0.314,3.9851,0.0788,-0.0788,,,,762.6,20.9,-20.9,0.024767,0.000565,-0.000935,1.97492,0.40943,-0.4643,LS+MCMC,2.18,0.07,-0.15,0.114,,,89.4,,,573.0,,,25.54,3.59,-4.96,29.84,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,5.8266616,30.497955,39.0,2,82.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1954,Mandel and Agol (2002 ApJ 580 171),,,008/008680/008680979/dv/kplr008680979-20160209194854_dvr.pdf,008/008680/008680979/dv/kplr008680979-001-20160209194854_dvs.pdf,4891.0,78.0,-87.0,4.516,0.067,-0.018,0.16,0.15,-0.15,0.805,0.028,-0.056,0.776,0.048,-0.028,,,,q1_q17_dr25_stellar,288.44739,44.801682,15.261,15.97,15.199,14.957,14.829,13.86,13.315,13.259,0.001,19.2298207,9.1e-06,44.80192,0.00011,-0.18,0.35,0.87,0.39,8e-05,0.00026,-0.00059,0.0003,-0.39,0.12,-0.02,0.17,0.39,0.12,-0.28,0.13,-0.06,0.17,0.28,0.14
1360,8680979,K01891.02,Kepler-330 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.99,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.25980352,4.686e-05,-4.686e-05,137.47021,0.00485,-0.00485,2454970.47,0.00485,-0.00485,0.0,,,,,,0.161,0.302,-0.161,2.928,0.13,-0.13,,,,298.4,18.0,-18.0,0.015322,0.00085,-0.000515,2.79781,0.36762,-1.17026,LS+MCMC,1.35,0.04,-0.1,0.0735,,,89.57,,,714.0,,,61.43,8.65,-11.93,21.61,2.8,-2.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,3.6963294,14.762491,18.3,2,154.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8219,Mandel and Agol (2002 ApJ 580 171),,,008/008680/008680979/dv/kplr008680979-20160209194854_dvr.pdf,008/008680/008680979/dv/kplr008680979-002-20160209194854_dvs.pdf,4891.0,78.0,-87.0,4.516,0.067,-0.018,0.16,0.15,-0.15,0.805,0.028,-0.056,0.776,0.048,-0.028,,,,q1_q17_dr25_stellar,288.44739,44.801682,15.261,15.97,15.199,14.957,14.829,13.86,13.315,13.259,0.01,19.229806,1.9e-05,44.80201,0.00022,-0.74,0.71,1.2,0.79,0.0002,0.00021,-0.00033,0.00024,0.13,0.65,0.53,0.46,0.55,0.45,0.23,0.66,0.49,0.49,0.54,0.51
1373,3326377,K01830.01,Kepler-967 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,13.22714056,2.728e-05,-2.728e-05,142.20251,0.00166,-0.00166,2454975.203,0.00166,-0.00166,0.0,,,,,,0.013,0.406,-0.013,3.2861,0.051,-0.051,,,,812.0,17.8,-17.8,0.025421,0.000815,-0.000369,3.39073,0.18174,-0.91132,LS+MCMC,2.22,0.15,-0.12,0.1027,,,89.98,,,638.0,,,39.1,9.11,-6.79,31.53,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,7.2477627,45.19574,51.8,2,100.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7774,Mandel and Agol (2002 ApJ 580 171),,,003/003326/003326377/dv/kplr003326377-20160209194854_dvr.pdf,003/003326/003326377/dv/kplr003326377-001-20160209194854_dvs.pdf,5180.0,103.0,-103.0,4.548,0.036,-0.054,0.0,0.15,-0.15,0.8,0.054,-0.043,0.825,0.046,-0.046,,,,q1_q17_dr25_stellar,286.55807,38.405369,14.443,15.107,14.404,14.159,13.973,12.991,12.539,12.396,0.009,19.1038566,6.1e-06,38.405078,6.7e-05,-0.65,0.26,-1.05,0.24,-1e-05,0.00022,0.00033,0.00021,0.28,0.11,0.07,0.11,0.28,0.11,0.082,0.099,-0.27,0.13,0.28,0.14
1374,11601584,K01831.01,Kepler-324 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,51.8098276,0.0002294,-0.0002294,182.97335,0.00327,-0.00327,2455015.973,0.00327,-0.00327,0.0,,,,,,0.273,0.668,-0.597,6.343,0.454,-0.454,,,,1025.4,23.2,-23.2,0.028842,0.010862,-0.005247,1.67158,1.43042,-1.56991,LS+MCMC,2.6,0.19,-0.16,0.2571,,,89.75,,,410.0,,,6.71,1.66,-1.25,61.9,26.5,-26.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,14.466879,46.575012,56.8,4,17.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.0116,Mandel and Agol (2002 ApJ 580 171),,,011/011601/011601584/dv/kplr011601584-20160209194854_dvr.pdf,011/011601/011601584/dv/kplr011601584-001-20160209194854_dvs.pdf,5191.0,103.0,-103.0,4.53,0.044,-0.055,0.08,0.15,-0.15,0.826,0.061,-0.05,0.844,0.049,-0.044,,,,q1_q17_dr25_stellar,286.47147,49.649021,14.122,14.72,14.038,13.866,13.758,12.783,12.337,12.291,,19.0980971,6.8e-06,49.64901,7.4e-05,-0.03,0.24,-0.04,0.26,,,0.0004,0.00029,-0.17,0.14,-0.06,0.15,0.18,0.16,-0.188,0.099,0.19,0.14,0.27,0.12
1375,11601584,K01831.02,Kepler-324 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.95,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.38536428,1.366e-05,-1.366e-05,139.22548,0.00258,-0.00258,2454972.225,0.00258,-0.00258,0.0,,,,,,0.335,0.117,-0.335,2.5126,0.0777,-0.0777,,,,198.5,8.5,-8.5,0.012779,0.000394,-0.000491,2.04467,0.62027,-0.46561,LS+MCMC,1.15,0.09,-0.07,0.0496,,,88.5,,,935.0,,,180.22,44.6,-33.41,12.76,3.9,-3.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,4.6369677,21.772156,25.9,4,240.0,2.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.0168,Mandel and Agol (2002 ApJ 580 171),,,011/011601/011601584/dv/kplr011601584-20160209194854_dvr.pdf,011/011601/011601584/dv/kplr011601584-002-20160209194854_dvs.pdf,5191.0,103.0,-103.0,4.53,0.044,-0.055,0.08,0.15,-0.15,0.826,0.061,-0.05,0.844,0.049,-0.044,,,,q1_q17_dr25_stellar,286.47147,49.649021,14.122,14.72,14.038,13.866,13.758,12.783,12.337,12.291,,19.098091,1.5e-05,49.64893,0.00016,-0.25,0.51,-0.33,0.57,,,0.00013,0.00011,-0.39,0.17,-0.25,0.33,0.46,0.22,-0.46,0.18,0.01,0.35,0.46,0.18
1376,11601584,K01831.03,Kepler-324 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.85,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,34.205785079,,,148.8050925,,,2454981.805,,,0.0,,,,,,0.319,,,5.1691,,,,,,183.2,,,0.012235,0.0,0.0,1.85161,0.0,0.0,LS,1.1,0.09,-0.06,0.1949,,,89.62,,,471.0,,,11.67,2.89,-2.16,48.562056,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,5.0435963,10.421222,11.6,4,27.0,4.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.5569,Mandel and Agol (2002 ApJ 580 171),,,011/011601/011601584/dv/kplr011601584-20160209194854_dvr.pdf,011/011601/011601584/dv/kplr011601584-004-20160209194854_dvs.pdf,5191.0,103.0,-103.0,4.53,0.044,-0.055,0.08,0.15,-0.15,0.826,0.061,-0.05,0.844,0.049,-0.044,,,,q1_q17_dr25_stellar,286.47147,49.649021,14.122,14.72,14.038,13.866,13.758,12.783,12.337,12.291,,19.098045,2.6e-05,49.64921,0.00029,-1.85,0.92,0.7,1.0,,,-7e-05,0.0002,0.26,0.39,1.66,0.76,1.68,0.75,0.26,0.39,1.92,0.75,1.94,0.75
1377,11601584,K01831.04,Kepler-324 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0.98,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.97945055,3.917e-05,-3.917e-05,142.33829,0.00225,-0.00225,2454975.338,0.00225,-0.00225,0.0,,,,,,0.924,0.015,-0.645,1.2325,0.08,-0.08,,,,356.1,25.9,-25.9,0.021836,0.000544,-0.004698,5.19596,81.06118,-2.48512,LS+MCMC,1.97,0.15,-0.12,0.1074,,,88.6,,,635.0,,,38.44,9.51,-7.13,37.7,18.4,-18.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,5.220983,11.698665,17.1,4,71.0,3.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.9646,Mandel and Agol (2002 ApJ 580 171),,,011/011601/011601584/dv/kplr011601584-20160209194854_dvr.pdf,011/011601/011601584/dv/kplr011601584-003-20160209194854_dvs.pdf,5191.0,103.0,-103.0,4.53,0.044,-0.055,0.08,0.15,-0.15,0.826,0.061,-0.05,0.844,0.049,-0.044,,,,q1_q17_dr25_stellar,286.47147,49.649021,14.122,14.72,14.038,13.866,13.758,12.783,12.337,12.291,,19.098107,2.3e-05,49.64908,0.00025,0.3,0.79,0.21,0.89,,,4e-05,0.0003,0.37,0.56,-0.03,0.48,0.38,0.56,0.32,0.58,0.2,0.47,0.37,0.53
1404,9347009,K01971.01,Kepler-1030 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,19.32945602,9.041e-05,-9.041e-05,133.26717,0.00356,-0.00356,2454966.267,0.00356,-0.00356,0.0,,,,,,0.009,0.457,-0.009,3.794,0.122,-0.122,,,,935.5,40.2,-40.2,0.027084,0.001389,-0.000674,3.23597,0.20158,-1.24277,LS+MCMC,2.26,0.27,-0.14,0.1338,,,89.99,,,529.0,,,18.57,7.7,-4.03,39.98,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,6.374764,25.250687,26.8,1,67.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4216,Mandel and Agol (2002 ApJ 580 171),,,009/009347/009347009/dv/kplr009347009-20160209194854_dvr.pdf,009/009347/009347009/dv/kplr009347009-001-20160209194854_dvs.pdf,5026.0,149.0,-149.0,4.604,0.02,-0.08,0.21,0.2,-0.3,0.763,0.093,-0.046,0.875,0.037,-0.086,,,,q1_q17_dr25_stellar,293.68192,45.817558,15.719,16.507,15.647,15.381,15.239,14.197,13.711,13.578,0.028,19.5787948,9.9e-06,45.81734,0.00011,0.03,0.37,-0.78,0.4,1e-05,0.00035,0.00052,0.00039,0.25,0.17,-0.03,0.11,0.25,0.17,0.23,0.17,-0.15,0.13,0.28,0.17
1413,6026438,K02045.01,Kepler-354 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.47665801,1.349e-05,-1.349e-05,135.70431,0.00214,-0.00214,2454968.704,0.00214,-0.00214,0.0,,,,,,0.788,0.127,-0.567,2.5482,0.0702,-0.0702,,,,648.0,22.8,-22.8,0.026032,0.000113,-0.003336,0.7995,2.12419,-0.04199,LS+MCMC,2.01,0.13,-0.18,0.0542,,,85.82,,,741.0,,,71.0,18.57,-18.52,10.82,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1082,0.627,q1_q17_dr25_koi,5.4740853,25.446098,32.1,3,188.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.216,Mandel and Agol (2002 ApJ 580 171),,,006/006026/006026438/dv/kplr006026438-20160209194854_dvr.pdf,006/006026/006026438/dv/kplr006026438-001-20160209194854_dvs.pdf,4650.0,125.0,-139.0,4.589,0.048,-0.028,-0.04,0.3,-0.3,0.706,0.046,-0.061,0.704,0.07,-0.058,,,,q1_q17_dr25_stellar,285.75146,41.33564,15.549,16.513,15.494,15.135,14.971,13.875,13.255,13.16,0.771,19.050099,1.1e-05,41.33565,0.00013,0.08,0.45,0.05,0.47,4e-05,0.00028,0.0001,0.0003,0.28,0.14,-0.19,0.22,0.34,0.17,0.37,0.19,-0.02,0.24,0.37,0.18
1414,9471268,K01835.01,Kepler-326 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.580346161,7.038e-06,-7.038e-06,134.0754,0.00131,-0.00131,2454967.075,0.00131,-0.00131,0.0,,,,,,0.384,0.077,-0.384,2.097,0.0384,-0.0384,,,,308.3,6.8,-6.8,0.015995,0.000246,-0.000619,3.49602,1.19967,-0.55033,LS+MCMC,1.38,0.09,-0.07,0.0506,,,88.6,,,889.0,,,147.56,33.76,-23.82,15.71,5.4,-5.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,q1_q17_dr25_koi,6.5903087,35.994656,49.8,3,268.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.686,Mandel and Agol (2002 ApJ 580 171),,,009/009471/009471268/dv/kplr009471268-20160209194854_dvr.pdf,009/009471/009471268/dv/kplr009471268-002-20160209194854_dvs.pdf,5103.0,101.0,-101.0,4.558,0.032,-0.05,0.04,0.15,-0.15,0.789,0.052,-0.037,0.82,0.047,-0.043,,,,q1_q17_dr25_stellar,294.32553,46.002251,13.693,14.404,13.623,13.388,13.26,12.229,11.783,11.673,0.226,19.6217039,6.2e-06,46.002217,6.6e-05,0.04,0.23,-0.12,0.24,8e-05,7e-05,-2.5e-05,7.2e-05,0.01,0.15,0.09,0.14,0.09,0.14,0.2,0.14,0.2,0.15,0.28,0.15
