rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,#KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC,Unnamed: 11
1532,10158418,K01784.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.007414194,1.164e-06,-1.164e-06,135.024066,0.00018,-0.00018,2454968.024,0.00018,-0.00018,0.0,,,,,,0.926,0.086,-0.007,1.3584,0.0168,-0.0168,,,,4413.9,28.3,-28.3,0.07733,0.046906,-0.00263,2.82445,0.11677,-1.10129,LS+MCMC,8.8,1.42,-0.71,0.058,,,86.58,,,1114.0,,,363.75,162.95,-82.45,15.527,0.642,-0.642,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2868,0.3588,q1_q17_dr25_koi,46.335003,359.89984,196.6,1,214.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.4121,Mandel and Agol (2002 ApJ 580 171),,,010/010158/010158418/dv/kplr010158418-20160209194854_dvr.pdf,010/010158/010158418/dv/kplr010158418-001-20160209194854_dvs.pdf,5957.0,107.0,-131.0,4.417,0.063,-0.117,0.0,0.15,-0.15,1.042,0.168,-0.084,1.034,0.075,-0.068,,,,q1_q17_dr25_stellar,297.64606,47.167488,13.592,14.06,13.532,13.392,13.353,12.482,12.16,12.101,0.0,19.84306079,8e-07,47.1675087,8.4e-06,-0.36,0.03,0.067,0.03,0.00072,0.00035,-0.00048,0.00049,-0.163,0.069,0.069,0.069,0.177,0.069,-0.211,0.071,0.12,0.072,0.243,0.072,10158418.0,5.0074123,1.07e-05,54958.008628,0.01239,0.13,80.9994,10.3681,13.592,5699.0,True,
1563,10602291,K00210.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,20.92735802,8.378e-06,-8.378e-06,139.325791,0.000316,-0.000316,2454972.326,0.000316,-0.000316,0.0,,,,,,0.991,0.173,-0.045,3.4256,0.0245,-0.0245,,,,8091.0,40.2,-40.2,0.143383,0.142543,-0.02801,0.81405,0.00854,-0.12065,LS+MCMC,17.36,5.48,-2.74,0.1498,,,87.87,,,735.0,,,69.08,64.4,-26.58,26.612,0.279,-0.279,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,56.443657,250.81721,263.5,1,64.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1158,Mandel and Agol (2002 ApJ 580 171),,,010/010602/010602291/dv/kplr010602291-20160209194854_dvr.pdf,010/010602/010602291/dv/kplr010602291-001-20160209194854_dvs.pdf,6126.0,171.0,-214.0,4.358,0.112,-0.192,-0.12,0.25,-0.3,1.109,0.35,-0.175,1.021,0.167,-0.125,,,,q1_q17_dr25_stellar,292.78235,47.800629,14.877,15.326,14.809,14.685,14.556,13.679,13.355,13.299,0.005,19.5188234,1.2e-06,47.800626,1.1e-05,-0.022,0.043,-0.013,0.041,0.00059,0.00074,-0.0004,0.001,-0.007,0.068,-0.048,0.069,0.049,0.069,0.054,0.07,-0.07,0.071,0.089,0.07,10602291.0,20.9273614,8.45e-05,54972.324885,0.022581,0.03,80.0343,13.5789,14.877,5812.0,True,
1604,10656508,K00211.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,124.03589939,9.126e-05,-9.126e-05,136.015098,0.00065,-0.00065,2454969.015,0.00065,-0.00065,0.0,,,,,,0.075,0.175,-0.075,4.8472,0.0278,-0.0278,,,,7690.0,47.1,-47.1,0.079644,0.000669,-0.000327,11.47696,0.36579,-0.97637,LS+MCMC,11.13,1.8,-1.8,0.4947,,,89.98,,,413.0,,,6.88,2.93,-2.3,210.55,6.7,-6.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2638,0.4046,q1_q17_dr25_koi,69.07603,186.2157,190.1,1,10.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4522,Mandel and Agol (2002 ApJ 580 171),,,010/010656/010656508/dv/kplr010656508-20160209194854_dvr.pdf,010/010656/010656508/dv/kplr010656508-001-20160209194854_dvs.pdf,5822.0,79.0,-79.0,4.244,0.143,-0.104,0.14,0.15,-0.15,1.28,0.207,-0.207,1.047,0.086,-0.062,,,,q1_q17_dr25_stellar,287.97031,47.972099,14.989,15.384,14.937,14.82,14.788,13.909,13.624,13.586,0.0,19.1980171,2.3e-06,47.972035,2.3e-05,-0.152,0.085,-0.233,0.084,0.0008,0.0011,0.0014,0.0015,-0.031,0.072,0.01,0.1,0.032,0.079,-0.129,0.074,0.015,0.095,0.13,0.076,10656508.0,124.0358316,0.0010505,54969.014818,0.045427,0.0,78.8393,16.5969,14.989,6072.0,True,
1637,8624520,K01816.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.240611361,5.615e-06,-5.615e-06,131.667897,0.00044,-0.00044,2454964.668,0.00044,-0.00044,0.0,,,,,,0.786,0.016,-0.558,0.9617,0.0241,-0.0241,,,,2958.0,53.8,-53.8,0.055757,0.000199,-0.005453,34.01455,88.52991,-9.75469,LS+MCMC,3.9,0.34,-0.34,0.079,,,89.21,,,656.0,,,43.85,15.22,-11.53,57.3,24.9,-24.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2787,0.3888,q1_q17_dr25_koi,13.597982,69.965,72.0,1,133.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5001,Mandel and Agol (2002 ApJ 580 171),,,008/008624/008624520/dv/kplr008624520-20160209194854_dvr.pdf,008/008624/008624520/dv/kplr008624520-001-20160209194854_dvs.pdf,5227.0,173.0,-157.0,4.623,0.066,-0.044,-0.94,0.3,-0.3,0.64,0.056,-0.056,0.628,0.059,-0.028,,,,q1_q17_dr25_stellar,291.68329,44.75164,15.408,16.066,15.404,15.126,14.98,13.957,13.45,13.339,0.004,19.4455476,4.7e-06,44.751554,5.3e-05,-0.17,0.18,-0.31,0.19,0.00072,0.00076,0.00081,0.00096,0.042,0.082,0.127,0.087,0.134,0.086,0.119,0.082,0.247,0.087,0.274,0.086,8624520.0,10.2405936,3.03e-05,55005.631953,0.008767,0.02,76.8716,12.9487,15.408,5083.0,False,
1890,4247991,K02311.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,191.86419296,,,294.47036,,,2455127.47,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.24118,39.33276,12.57,13.072,12.514,12.355,12.294,11.386,11.039,10.981,,,,,,,,,,,,,,,,,,,,,,,,,,4247991.0,104.35,0.0008402,55023.104021,0.025301,0.0,70.3975,13.6755,12.57,5338.0,True,
1891,4247991,K02311.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,13.72549689,,,145.03352,,,2454978.034,,,,,,,,,,,,7.62,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.24118,39.33276,12.57,13.072,12.514,12.355,12.294,11.386,11.039,10.981,,,,,,,,,,,,,,,,,,,,,,,,,,4247991.0,104.35,0.0008402,55023.104021,0.025301,0.0,70.3975,13.6755,12.57,5338.0,True,
1924,5546761,K02160.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,15.40877383,,,139.4831786,,,2454972.483,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.48123,40.731979,14.874,15.364,14.826,14.664,14.606,13.694,13.31,13.243,,,,,,,,,,,,,,,,,,,,,,,,,,5546761.0,17.6706523,6.62e-05,54964.588566,0.10191,0.15,74.5197,8.6371,14.874,5564.0,True,
1962,6041734,K02167.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,6.95787,0.0003496,-0.0003496,359.007,0.0202,-0.0202,2455192.007,0.0202,-0.0202,0.0,,,,,,0.1686,0.3303,-0.1682,4.537,0.923,-0.923,,,,182.3,85.4,-85.4,0.012454,0.003512,-0.001263,0.65497,9.10448,-0.62045,MCMC,1.39,0.55,-0.17,0.0708,,,89.38,,,1047.0,,,284.4,339.61,-95.6,11.88,5.9,-5.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.304,0.3085,q1_q16_koi,,,1.8,3,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,6240.0,192.0,-229.0,4.406,0.083,-0.271,-0.38,0.26,-0.3,1.025,0.404,-0.125,0.975,0.143,-0.113,,,,stellar_q1_q16,291.60449,41.309361,15.28,15.738,15.256,15.084,15.01,14.173,13.804,13.783,,,,,,,,,,,,,,,,,,,,,,,,,,6041734.0,24.3400239,0.000133,54969.058105,0.028222,0.04,73.6759,11.5,15.28,5994.0,False,
2017,11391755,K02639.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.651,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,25.1123362,0.0003866,-0.0003866,146.3464,0.012,-0.012,2454979.346,0.012,-0.012,0.0,,,,,,0.007,0.434,-0.007,7.922,0.455,-0.455,,,,398.8,36.5,-36.5,0.018288,0.001111,-0.00087,0.45015,0.00923,-0.23611,LS+MCMC,2.22,0.73,-0.31,0.1707,,,89.98,,,691.0,,,53.73,52.23,-19.86,24.666,0.506,-0.506,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,3.9577832,11.06566,11.8,2,19.0,1.0,q1_q17_dr25_tce,01100000000011101000000000000000,0.3661,Mandel and Agol (2002 ApJ 580 171),,,011/011391/011391755/dv/kplr011391755-20160209194854_dvr.pdf,011/011391/011391755/dv/kplr011391755-001-20160209194854_dvs.pdf,6133.0,171.0,-236.0,4.367,0.105,-0.21,-0.06,0.25,-0.3,1.112,0.366,-0.157,1.049,0.166,-0.135,,,,q1_q17_dr25_stellar,285.36517,49.201561,15.527,15.986,15.489,15.33,15.317,14.402,14.073,14.017,0.342,19.024295,4.2e-05,49.20164,0.00039,-1.8,1.5,0.3,1.4,0.00075,0.00063,-7e-05,0.00061,-0.83,0.45,-0.6,1.3,1.01,0.81,-0.74,0.51,-0.5,1.3,0.88,0.82,11391755.0,25.1041145,0.0001135,54979.433856,0.166924,0.16,79.3851,18.6487,15.527,5876.0,True,
2018,11391755,K02639.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,2.121023807,9.045e-06,-9.045e-06,170.85004,0.00279,-0.00279,2455003.85,0.00279,-0.00279,0.0,,,,,,1.0045,0.6,-0.0753,0.3673,0.0872,-0.0872,,,,263.9,50.9,-50.9,0.047334,0.539326,-0.03638,9.48417,10.49372,-5.65454,MCMC,5.75,2.96,-0.71,0.0329,,,85.37,,,1573.0,,,1446.5,2239.56,-482.39,13.11,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.297,0.3361,q1_q16_koi,,,6.4,2,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,6133.0,160.0,-215.0,4.367,0.09,-0.306,-0.06,0.22,-0.3,1.112,0.574,-0.137,1.049,0.238,-0.117,,,,stellar_q1_q16,285.36517,49.201561,15.527,15.986,15.489,15.33,15.317,14.402,14.073,14.017,,,,,,,,,,,,,,,,,,,,,,,,,,11391755.0,25.1041145,0.0001135,54979.433856,0.166924,0.16,79.3851,18.6487,15.527,5876.0,True,
2100,2437505,K02671.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---HAS_SEC_TCE---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_NOFITS,21.47642727,2.444e-05,-2.444e-05,149.26156,0.00113,-0.00113,2454982.262,0.00113,-0.00113,0.0,,,,,,0.006,0.028,-0.006,5.5498,0.0293,-0.0293,,,,348130.0,2293.0,-2293.0,0.544874,0.001659,-0.002275,3.90916,0.06394,-0.07639,LS+MCMC,59.5,0.0,0.0,0.1515,,,89.99,,,655.0,,,43.52,0.0,0.0,45.679,0.747,-0.747,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,49.7022,221.21457,124.8,2,0.0,1.0,q1_q17_dr25_tce,00000111100111111000000000000000,-1.0,Mandel and Agol (2002 ApJ 580 171),,,002/002437/002437505/dv/kplr002437505-20160209194854_dvr.pdf,002/002437/002437505/dv/kplr002437505-001-20160209194854_dvs.pdf,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,,,,Solar,290.23032,37.777481,17.29,16.512,17.19,17.622,,16.761,15.579,15.558,0.0,19.348674332,5.9e-08,37.77760168,7.3e-07,-0.5407,0.0025,0.4344,0.0026,0.0,3.8,0.0,4.8,11.479,0.075,11.474,0.081,16.23,0.078,-0.847,0.07,0.476,0.072,0.971,0.072,2437505.0,21.476422,0.0001407,54982.261859,0.03346,0.06,69.9671,10.8998,17.29,-1.0,False,
2388,5716763,K00272.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_ALT,1.28132831,2.32e-07,-2.32e-07,169.665953,0.000148,-0.000148,2455002.666,0.000148,-0.000148,0.0,,,,,,0.926,0.006,-0.61,0.9157,0.025,-0.025,,,,525.5,3.7,-3.7,0.025924,0.000238,-0.00345,1.27918,14.98523,-0.16096,LS+MCMC,4.52,0.95,-1.43,0.0222,,,78.89,,,2215.0,,,5673.71,3604.53,-3257.31,4.81,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2946,0.3268,q1_q17_dr25_koi,8.272017,69.95161,196.4,1,1670.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.9224,Mandel and Agol (2002 ApJ 580 171),,,005/005716/005716763/dv/kplr005716763-20160209194854_dvr.pdf,005/005716/005716763/dv/kplr005716763-001-20160209194854_dvs.pdf,5918.0,163.0,-133.0,3.978,0.322,-0.138,-0.62,0.35,-0.2,1.596,0.337,-0.506,0.881,0.13,-0.074,,,,q1_q17_dr25_stellar,295.10114,40.986679,12.107,12.506,12.061,11.937,11.884,11.071,10.723,10.655,0.71,19.6734079,1.9e-06,40.986724,2e-05,-0.031,0.076,0.157,0.071,2e-06,2e-05,-8e-06,1.9e-05,0.151,0.095,-0.065,0.093,0.164,0.095,0.09,0.1,0.13,0.1,0.16,0.11,5716763.0,0.6406607,5e-07,54953.978797,0.008977,0.46,74.6079,9.0111,12.107,5672.0,False,
2492,5642620,K02882.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,INDIV_TRANS_RUBBLE---CENT_RESOLVED_OFFSET,75.8580035,0.0007744,-0.0007744,165.5543,0.00858,-0.00858,2454998.554,0.00858,-0.00858,0.0,,,,,,0.935,0.024,-0.662,5.382,0.24,-0.24,,,,1148.4,77.1,-77.1,0.040531,0.001204,-0.009985,0.39283,6.9204,-0.21206,LS+MCMC,2.72,0.27,-0.22,0.3029,,,88.91,,,281.0,,,1.47,0.58,-0.41,49.3,24.1,-24.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0833,0.6584,q1_q17_dr25_koi,4.347937,8.4362,16.1,2,12.0,3.0,q1_q17_dr25_tce,00011101110111011000000000000000,0.2074,Mandel and Agol (2002 ApJ 580 171),,,005/005642/005642620/dv/kplr005642620-20160209194854_dvr.pdf,005/005642/005642620/dv/kplr005642620-003-20160209194854_dvs.pdf,4474.0,156.0,-171.0,4.67,0.032,-0.044,-0.3,0.3,-0.3,0.614,0.062,-0.05,0.645,0.062,-0.062,,,,q1_q17_dr25_stellar,297.59085,40.81496,15.398,16.408,15.336,14.966,14.788,13.685,13.066,12.971,0.001,19.8393561,8.6e-06,40.81423,0.00017,-1.39,0.35,-2.62,0.61,0.00037,0.00048,-0.00116,0.00076,0.37,0.27,2.61,0.96,2.64,0.96,-1.0,0.33,-2.95,0.73,3.11,0.7,5642620.0,0.986791,1.3e-06,54965.065125,0.056461,0.42,75.3791,7.2826,15.398,4442.0,False,
2525,11197853,K02813.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,PLANET_IN_STAR,0.698461304,1.761e-06,-1.761e-06,131.85138,0.00211,-0.00211,2454964.851,0.00211,-0.00211,0.0,,,,,,0.459,0.497,-0.259,0.7887,0.0944,-0.0944,,,,134.4,11.8,-11.8,0.010803,0.00032,-0.000999,8.94072,4.14784,-4.61397,LS+MCMC,14.81,2.71,-3.3,0.02,,,85.71,,,5173.0,,,168689.02,83756.77,-77417.14,6.13,2.8,-2.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1257,0.6257,q1_q17_dr25_koi,3.9703958,17.340601,16.1,1,1908.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9727,Mandel and Agol (2002 ApJ 580 171),,,011/011197/011197853/dv/kplr011197853-20160209194854_dvr.pdf,011/011197/011197853/dv/kplr011197853-001-20160209194854_dvs.pdf,4676.0,80.0,-126.0,2.577,0.03,-0.027,0.26,0.1,-0.2,12.558,2.292,-2.802,2.17,0.754,-0.922,,,,q1_q17_dr25_stellar,295.34222,48.856152,13.586,14.228,13.561,13.311,13.169,12.121,11.613,11.514,0.251,19.6894923,9.6e-06,48.856205,9.7e-05,0.39,0.34,0.2,0.35,-4.6e-05,3.7e-05,-1.2e-05,3.8e-05,-0.17,0.14,0.1,0.13,0.2,0.15,-0.29,0.14,0.16,0.13,0.33,0.14,11197853.0,0.6984615,6e-07,54999.774875,0.012035,0.48,81.7804,12.5222,13.586,4981.0,False,
2579,10265602,K02689.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,165.3447044,0.000301,-0.000301,174.29621,0.00148,-0.00148,2455007.296,0.00148,-0.00148,0.0,,,,,,0.917,0.112,-0.053,3.09,0.144,-0.144,,,,4899.0,172.0,-172.0,0.078728,0.058766,-0.01178,8.68795,14.53691,-3.71445,LS+MCMC,6.98,1.53,-0.82,0.5468,,,89.77,,,301.0,,,1.93,1.34,-0.62,232.4,97.2,-97.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,20.506783,46.177593,48.0,1,8.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.0757,Mandel and Agol (2002 ApJ 580 171),,,010/010265/010265602/dv/kplr010265602-20160209194854_dvr.pdf,010/010265/010265602/dv/kplr010265602-001-20160209194854_dvs.pdf,5594.0,186.0,-186.0,4.52,0.077,-0.143,-0.4,0.3,-0.3,0.812,0.178,-0.096,0.798,0.106,-0.062,,,,q1_q17_dr25_stellar,288.17789,47.36668,15.548,16.021,15.505,15.346,15.26,14.296,13.895,13.853,0.019,19.2118521,8.1e-06,47.366638,7.7e-05,-0.26,0.3,-0.15,0.28,-0.0003,0.0029,-0.0021,0.004,0.0,0.14,0.15,0.11,0.15,0.11,-0.03,0.14,-0.001,0.1,0.03,0.14,10265602.0,165.3446777,0.0015784,55007.290871,0.021787,0.0,78.3119,16.2362,15.548,5756.0,False,
2626,8703129,K02758.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.977,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,253.374581,0.00114,-0.00114,235.74025,0.00357,-0.00357,2455068.74,0.00357,-0.00357,0.0,,,,,,0.028,0.31,-0.028,22.889,0.124,-0.124,,,,1104.0,12.8,-12.8,0.02963,0.00054,-0.000254,0.19432,0.00268,-0.03435,LS+MCMC,19.25,4.98,-11.63,1.0077,,,89.98,,,555.0,,,22.41,17.79,-19.37,87.04,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2105,0.4954,q1_q17_dr25_koi,12.618789,20.366983,99.9,1,6.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0042,Mandel and Agol (2002 ApJ 580 171),,,008/008703/008703129/dv/kplr008703129-20160209194854_dvr.pdf,008/008703/008703129/dv/kplr008703129-001-20160209194854_dvs.pdf,5177.0,163.0,-181.0,3.216,0.578,-0.193,0.1,0.25,-0.4,5.949,1.541,-3.595,2.122,0.585,-1.087,,,,q1_q17_dr25_stellar,296.7236,44.853142,11.893,12.643,11.833,11.572,11.419,10.376,9.964,9.839,0.339,19.7815715,2e-06,44.853246,1.9e-05,-0.068,0.078,0.382,0.069,2e-05,0.00014,-6e-05,0.00017,0.71,0.52,0.21,0.11,0.74,0.49,0.73,0.48,0.55,0.11,0.92,0.39,8703129.0,253.3623268,0.0027943,55068.742867,0.188719,0.02,78.6266,9.8123,11.893,5003.0,True,
2703,8241079,K03020.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.9192653,0.0001144,-0.0001144,134.26789,0.00733,-0.00733,2454967.268,0.00733,-0.00733,0.0,,,,,,0.434,0.02,-0.434,4.572,0.223,-0.223,,,,91.1,7.1,-7.1,0.008821,0.000355,-0.000507,0.72951,0.4083,-0.13305,LS+MCMC,1.9,0.24,-0.44,0.1033,,,88.5,,,1107.0,,,355.29,121.69,-155.75,16.63,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,q1_q17_dr25_koi,4.3799515,13.617827,15.0,1,122.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8454,Mandel and Agol (2002 ApJ 580 171),,,008/008241/008241079/dv/kplr008241079-20160209194854_dvr.pdf,008/008241/008241079/dv/kplr008241079-001-20160209194854_dvs.pdf,5745.0,86.0,-69.0,3.939,0.189,-0.081,0.3,0.15,-0.1,1.972,0.246,-0.458,1.234,0.127,-0.14,,,,q1_q17_dr25_stellar,294.54041,44.190979,13.534,13.947,13.503,13.357,13.322,12.408,12.088,12.019,0.0,19.636074,2.1e-05,44.19148,0.00027,1.83,0.82,1.8,0.98,-0.000155,7.7e-05,-0.000179,9.2e-05,0.34,0.69,-0.37,0.74,0.5,0.94,0.64,0.68,-0.4,0.75,0.75,0.9,8241079.0,10.9191173,3.29e-05,55000.009202,0.299059,0.19,77.2879,10.8739,13.534,5946.0,False,
2761,8554498,K00005.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.780327581,8.52e-07,-8.52e-07,132.974086,0.000148,-0.000148,2454965.974,0.000148,-0.000148,0.0,,,,,,0.952,0.001,-0.002,2.0253,0.0139,-0.0139,,,,960.8,3.9,-3.9,0.036574,0.000154,-0.000234,0.3454,0.01415,-0.01687,LS+MCMC,7.14,0.52,-0.31,0.059,,,82.68,,,1441.0,,,1020.05,223.43,-125.2,7.472,0.306,-0.306,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3671,q1_q17_dr25_koi,39.684162,360.20682,380.8,2,280.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4137,Mandel and Agol (2002 ApJ 580 171),,,008/008554/008554498/dv/kplr008554498-20160209194854_dvr.pdf,008/008554/008554498/dv/kplr008554498-001-20160209194854_dvs.pdf,5937.0,83.0,-65.0,4.012,0.03,-0.03,0.16,0.1,-0.1,1.787,0.132,-0.076,1.197,0.15,-0.053,,,,q1_q17_dr25_stellar,289.73972,44.647419,11.665,12.085,11.601,11.485,11.458,10.542,10.257,10.213,0.0,19.31598067,9.3e-07,44.6474058,9.6e-06,-0.001,0.036,-0.051,0.035,8.9e-05,3.6e-05,-0.000108,3.6e-05,-0.153,0.071,0.113,0.083,0.19,0.079,-0.127,0.073,-0.016,0.085,0.128,0.072,8554498.0,4.7803211,1e-05,54999.437661,0.015119,0.12,76.1756,14.1576,11.665,5766.0,True,
