rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,#KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC,Unnamed: 11
7519,8695779,K06061.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,10.238939876,2.667e-06,-2.667e-06,132.722552,0.000215,-0.000215,2454965.723,0.000215,-0.000215,0.0,,,,,,1.022,0.12,-0.035,3.4851,0.015,-0.015,,,,3153.1,9.8,-9.8,0.11196,0.101882,-0.025025,0.17355,0.00025,-0.03059,LS+MCMC,22.09,5.58,-9.04,0.0968,,,84.05,,,1190.0,,,474.05,370.95,-333.5,9.871,0.0142,-0.0142,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3023,0.3153,q1_q17_dr25_koi,46.237762,386.6577,427.6,1,130.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.1914,Mandel and Agol (2002 ApJ 580 171),,,008/008695/008695779/dv/kplr008695779-20160209194854_dvr.pdf,008/008695/008695779/dv/kplr008695779-001-20160209194854_dvs.pdf,6244.0,203.0,-248.0,3.986,0.39,-0.13,-0.2,0.25,-0.3,1.807,0.456,-0.74,1.152,0.191,-0.191,,,,q1_q17_dr25_stellar,294.3335,44.870853,13.897,14.313,13.843,13.719,,12.426,12.157,12.094,0.001,19.62223201,7.2e-07,44.8708669,8.5e-06,-0.042,0.028,0.054,0.031,-6e-05,0.00011,0.00019,0.00014,0.009,0.069,-0.023,0.069,0.025,0.07,0.005,0.07,0.01,0.07,0.012,0.07,8695779.0,10.2389391,3.15e-05,55006.674439,0.022841,0.1,77.8345,11.317,13.897,-1.0,False,
7520,8953059,K06062.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.008,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,5.499941387,1.583e-06,-1.583e-06,136.869403,0.000236,-0.000236,2454969.869,0.000236,-0.000236,0.0,,,,,,0.002,0.145,-0.002,5.1339,0.0132,-0.0132,,,,40110.0,92.8,-92.8,0.184697,0.000433,-0.000264,0.57429,7e-05,-0.02294,LS+MCMC,23.34,7.46,-2.99,0.0646,,,89.99,,,1202.0,,,492.27,449.7,-164.63,9.71993,0.00119,-0.00119,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3103,0.2947,q1_q17_dr25_koi,158.02083,1638.1337,506.4,1,250.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8495,Mandel and Agol (2002 ApJ 580 171),,,008/008953/008953059/dv/kplr008953059-20160209194854_dvr.pdf,008/008953/008953059/dv/kplr008953059-001-20160209194854_dvs.pdf,6435.0,153.0,-211.0,4.385,0.065,-0.208,-0.06,0.25,-0.3,1.157,0.37,-0.148,1.186,0.169,-0.152,,,,q1_q17_dr25_stellar,291.84222,45.2393,15.48,15.873,15.439,15.312,15.262,14.453,14.13,14.111,0.0,19.45614638,1.3e-07,45.2393181,1.3e-06,-0.035,0.005,0.0652,0.0048,0.0028,0.0031,-0.0001,0.0044,-0.02,0.067,0.005,0.067,0.02,0.067,-0.18,0.068,0.048,0.067,0.187,0.068,8953059.0,5.4999401,1.24e-05,54969.868726,0.040319,0.3,77.3729,13.0574,15.48,6217.0,True,
7521,9048145,K06063.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,8.667826242,2.84e-07,-2.84e-07,137.3415297,2.68e-05,-2.68e-05,2454970.342,2.68e-05,-2.68e-05,0.0,,,,,,0.822,0.003,-0.001,5.06514,0.00075,-0.00075,,,,43491.0,12.8,-12.8,0.223318,0.001144,-0.000605,0.42237,0.00082,-0.00451,LS+MCMC,37.51,11.63,-8.73,0.0899,,,86.03,,,1225.0,,,531.63,471.65,-261.44,11.8819,0.0231,-0.0231,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.318,0.2734,q1_q17_dr25_koi,748.4666,5860.6807,4638.1,1,155.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0515,Mandel and Agol (2002 ApJ 580 171),,,009/009048/009048145/dv/kplr009048145-20160209194854_dvr.pdf,009/009048/009048145/dv/kplr009048145-001-20160209194854_dvs.pdf,6712.0,161.0,-242.0,4.174,0.175,-0.193,-0.2,0.25,-0.3,1.538,0.477,-0.358,1.294,0.183,-0.224,,,,q1_q17_dr25_stellar,299.39795,45.31823,13.089,13.38,13.039,12.965,12.931,12.127,11.953,11.893,0.0,19.959867224,5e-08,45.3179904,4.5e-07,0.1224,0.0019,-0.8626,0.0016,0.0266,0.0015,-0.0348,0.0021,-0.195,0.068,0.338,0.087,0.391,0.083,-0.156,0.069,0.036,0.074,0.16,0.069,9048145.0,8.667826,2.38e-05,54970.340771,0.033053,0.15,79.9798,8.3995,13.089,6484.0,False,
7522,9214712,K06064.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_KIC_POS,265.2996227,8.843e-05,-8.843e-05,316.91977,0.000227,-0.000227,2455149.92,0.000227,-0.000227,0.0,,,,,,0.798,0.029,-0.022,8.8452,0.0187,-0.0187,,,,100160.0,276.0,-276.0,0.358753,0.014905,-0.013538,4.29723,0.02448,-0.05258,LS+MCMC,33.81,8.81,-2.94,0.7968,,,89.82,,,270.0,,,1.25,0.93,-0.33,251.92,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,q1_q17_dr25_koi,417.6867,847.60876,616.3,2,5.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,009/009214/009214712/dv/kplr009214712-20160209194854_dvr.pdf,009/009214/009214712/dv/kplr009214712-001-20160209194854_dvs.pdf,5873.0,139.0,-174.0,4.547,0.033,-0.187,-0.22,0.3,-0.3,0.863,0.225,-0.075,0.954,0.107,-0.119,,,,q1_q17_dr25_stellar,290.38962,45.681438,15.518,16.017,15.464,15.304,15.207,14.263,13.992,13.925,0.0,19.35933002,2e-07,45.6815069,1.6e-06,0.857,0.0075,0.2409,0.0059,0.098,0.045,0.014,0.065,-1.84,0.12,-0.09,0.16,1.84,0.13,-0.12,0.069,0.001,0.075,0.12,0.069,9214712.0,265.3009735,0.0027943,55149.899678,0.055504,0.0,77.342,14.1677,15.518,5628.0,False,
7523,9214715,K06065.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_KIC_POS---EPHEM_MATCH,265.2999623,0.0004794,-0.0004794,316.91821,0.00107,-0.00107,2455149.918,0.00107,-0.00107,0.0,,,,,,0.928,5.184,-0.056,8.8577,0.0565,-0.0565,,,,31778.0,263.0,-263.0,0.234765,5.028004,-0.033291,1.74186,9.55976,-0.18575,LS+MCMC,25.56,8.0,-2.67,0.8276,,,89.71,,,296.0,,,1.81,1.66,-0.56,186.4,93.0,-93.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,252.13087,361.84592,154.7,2,5.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,009/009214/009214715/dv/kplr009214715-20160209194854_dvr.pdf,009/009214/009214715/dv/kplr009214715-001-20160209194854_dvs.pdf,6108.0,165.0,-220.0,4.471,0.052,-0.208,-0.08,0.25,-0.35,0.997,0.312,-0.104,1.072,0.133,-0.148,,,,q1_q17_dr25_stellar,290.39124,45.68161,15.279,15.738,15.229,15.082,15.028,14.083,13.835,13.713,0.0,19.35931247,6.5e-07,45.6815209,5.8e-06,-3.906,0.025,-0.321,0.021,0.09,0.023,0.014,0.033,-1.99,0.33,-0.17,0.13,2.0,0.34,-4.258,0.068,-0.607,0.078,4.301,0.069,9214715.0,265.3,0.0027943,55149.923156,0.055997,0.0,77.3426,14.1667,15.279,5862.0,False,
7527,7422883,K06159.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_SATURATED,11.41437505,6.008e-05,-6.008e-05,142.59649,0.00439,-0.00439,2454975.596,0.00439,-0.00439,0.0,,,,,,0.895,7.145,-0.075,6.276,0.206,-0.206,,,,45966.0,1567.0,-1567.0,0.265593,6.761826,-0.052507,0.28187,3.44529,-0.07106,LS+MCMC,44.08,12.97,-8.64,0.1082,,,85.89,,,1128.0,,,383.45,317.82,-166.05,12.47,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.318,0.2734,q1_q17_dr25_koi,84.81421,385.94577,34.2,1,119.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9644,Mandel and Agol (2002 ApJ 580 171),,,007/007422/007422883/dv/kplr007422883-20160209194854_dvr.pdf,007/007422/007422883/dv/kplr007422883-001-20160209194854_dvs.pdf,6826.0,152.0,-220.0,4.187,0.153,-0.187,-0.24,0.25,-0.3,1.52,0.447,-0.298,1.307,0.182,-0.223,,,,q1_q17_dr25_stellar,283.60733,43.004189,11.254,11.43,11.196,11.167,11.211,10.404,10.248,10.202,,18.907151287,3.6e-08,43.00419107,3e-07,-0.1861,0.0014,0.0038,0.0011,0.001,0.013,,,-0.04,0.23,-0.02,0.2,0.04,0.29,-0.07,0.22,-0.05,0.18,0.09,0.27,7422883.0,11.4145336,3.51e-05,54958.945233,0.041603,0.16,72.8299,17.6085,11.254,6639.0,True,
7531,7622059,K06161.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,LPP_DV,10.4032399,2.64e-05,-2.64e-05,138.18443,0.00214,-0.00214,2454971.184,0.00214,-0.00214,0.0,,,,,,1.296,0.168,-0.188,23.85,0.122,-0.122,,,,1056.2,4.8,-4.8,0.328199,0.166196,-0.180154,0.00075,0.00022,-0.00016,LS+MCMC,51.47,11.14,-12.26,0.0948,,,37.1,,,1104.0,,,350.59,220.19,-170.58,1.625,0.477,-0.477,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3025,0.2923,q1_q17_dr25_koi,14.406635,38.111343,272.8,1,128.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.964,Mandel and Agol (2002 ApJ 580 171),,,007/007622/007622059/dv/kplr007622059-20160209194854_dvr.pdf,007/007622/007622059/dv/kplr007622059-001-20160209194854_dvs.pdf,6428.0,155.0,-194.0,4.144,0.204,-0.119,-0.42,0.3,-0.3,1.436,0.311,-0.342,1.049,0.162,-0.133,,,,q1_q17_dr25_stellar,295.91998,43.28175,13.272,13.62,13.236,13.122,13.085,12.215,11.938,11.851,0.724,19.727998,6.3e-06,43.281794,8.1e-05,-0.03,0.25,0.16,0.29,1.8e-05,8.6e-05,-2e-05,0.00011,-0.19,0.11,0.17,0.11,0.26,0.11,-0.19,0.11,0.1,0.11,0.21,0.11,7622059.0,10.4032616,3.09e-05,54971.127861,-1.0,-1.0,76.9465,9.5673,13.272,6204.0,False,
7532,12367464,K06250.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.991,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---PLANET_OCCULT_DV---MOD_SEC_ALT---PLANET_OCCULT_ALT---HAS_SEC_TCE,1.853209359,4.49e-07,-4.49e-07,132.249661,0.000201,-0.000201,2454965.25,0.000201,-0.000201,0.0,,,,,,0.99,2.122,-0.035,1.7543,0.00965,-0.00965,,,,12319.0,51.3,-51.3,0.176052,2.035881,-0.023552,0.79128,1.49737,-0.1536,LS+MCMC,32.99,8.44,-12.65,0.0309,,,79.11,,,2100.0,,,4584.55,3501.28,-3076.77,5.24,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3105,0.2893,q1_q17_dr25_koi,154.89694,1992.975,238.9,1,732.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,012/012367/012367464/dv/kplr012367464-20160209194854_dvr.pdf,012/012367/012367464/dv/kplr012367464-001-20160209194854_dvs.pdf,6384.0,181.0,-227.0,4.026,0.312,-0.144,-0.28,0.25,-0.3,1.716,0.439,-0.658,1.14,0.188,-0.169,,,,q1_q17_dr25_stellar,296.41437,51.162006,13.085,13.285,13.017,13.001,,11.976,11.744,11.69,0.0,19.76096444,1.9e-07,51.1620756,1.9e-06,0.2045,0.0063,0.254,0.007,-0.00029,0.00039,0.00042,0.00062,0.018,0.067,-0.039,0.067,0.042,0.067,-0.071,0.068,-0.066,0.067,0.097,0.068,12367464.0,1.8532087,2.5e-06,54954.129939,0.012147,0.28,84.2055,12.9656,13.085,-1.0,False,
7533,12470041,K06251.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,14.66769462,1.275e-05,-1.275e-05,139.161736,0.000712,-0.000712,2454972.162,0.000712,-0.000712,0.0,,,,,,1.169,6.63,-0.235,2.4462,0.0379,-0.0379,,,,29862.0,406.0,-406.0,0.412115,6.694094,-0.181943,4.19797,41.28698,-0.41375,LS+MCMC,145.18,17.42,-69.67,0.1473,,,88.15,,,1552.0,,,1370.6,573.83,-1057.96,36.3,17.8,-17.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2566,0.3445,q1_q17_dr25_koi,162.63353,611.1291,86.5,1,90.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0185,Mandel and Agol (2002 ApJ 580 171),,,012/012470/012470041/dv/kplr012470041-20160209194854_dvr.pdf,012/012470/012470041/dv/kplr012470041-001-20160209194854_dvs.pdf,7517.0,235.0,-314.0,3.717,0.434,-0.077,-0.16,0.25,-0.35,3.226,0.387,-1.548,1.98,0.061,-0.575,,,,q1_q17_dr25_stellar,296.01483,51.34697,13.415,13.559,13.368,13.359,13.359,12.59,12.405,12.377,0.019,19.73433321,2e-07,51.3470961,2e-06,0.3545,0.0068,0.4541,0.0072,-0.0004,0.0029,-0.0002,0.0046,0.0,0.067,0.006,0.067,0.006,0.067,0.04,0.068,-0.005,0.069,0.041,0.068,12470041.0,14.6677416,4.99e-05,54957.492552,0.017792,0.04,84.2569,13.2726,13.415,7290.0,False,
7541,9221398,K06066.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---HAS_SEC_TCE,13.787520532,4.91e-07,-4.91e-07,136.762097,2.87e-05,-2.87e-05,2454969.762,2.87e-05,-2.87e-05,0.0,,,,,,0.99,0.102,-0.033,2.55435,0.00192,-0.00192,,,,12978.0,3.3,-3.3,0.179945,0.078397,-0.023396,1.84573,0.10638,-0.19276,LS+MCMC,25.33,4.26,-2.3,0.1211,,,87.86,,,921.0,,,170.01,72.38,-37.12,26.47,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3138,0.2998,q1_q17_dr25_koi,331.4358,2201.4736,2126.1,1,97.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1391,Mandel and Agol (2002 ApJ 580 171),,,009/009221/009221398/dv/kplr009221398-20160209194854_dvr.pdf,009/009221/009221398/dv/kplr009221398-001-20160209194854_dvs.pdf,6399.0,70.0,-89.0,4.312,0.056,-0.112,0.1,0.15,-0.2,1.289,0.217,-0.117,1.246,0.09,-0.099,,,,q1_q17_dr25_stellar,293.09286,45.691841,12.14,12.383,12.08,12.036,12.01,11.235,11.008,10.947,0.888,19.53952531,1.2e-07,45.6918326,1.3e-06,0.0228,0.0046,-0.0268,0.0049,-2e-05,0.0003,0.0,0.00042,-0.01,0.067,-0.005,0.067,0.011,0.067,-0.053,0.067,-0.038,0.067,0.065,0.067,9221398.0,13.78752,4.6e-05,54955.973793,0.017317,0.04,78.1829,12.4658,12.14,6420.0,False,
7542,9411317,K06067.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_FEW_DIFFS,8.2904597,3.409e-05,-3.409e-05,132.24956,0.00491,-0.00491,2454965.25,0.00491,-0.00491,0.0,,,,,,0.426,0.037,-0.083,2.6002,0.0169,-0.0169,,,,173010.0,860.0,-860.0,0.387641,0.004357,-0.000748,9.168,0.76697,-0.56628,LS+MCMC,23.96,1.82,-1.99,0.0661,,,89.24,,,594.0,,,29.41,9.69,-8.29,32.18,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1554,0.5738,q1_q17_dr25_koi,114.28465,333.75443,297.2,1,11.0,1.0,q1_q17_dr25_tce,00000000000001000000000000000000,0.1551,Mandel and Agol (2002 ApJ 580 171),,,009/009411/009411317/dv/kplr009411317-20160209194854_dvr.pdf,009/009411/009411317/dv/kplr009411317-001-20160209194854_dvs.pdf,4601.0,162.0,-178.0,4.681,0.056,-0.032,-0.86,0.35,-0.3,0.566,0.043,-0.047,0.559,0.049,-0.031,,,,q1_q17_dr25_stellar,294.66852,45.966431,17.409,18.417,17.392,16.977,16.706,15.552,15.035,14.763,0.0,19.6445691,1.3e-06,45.966473,1.6e-05,0.041,0.051,0.156,0.059,-0.06,0.73,0.0,1.0,-0.004,0.067,0.005,0.067,0.006,0.067,-0.019,0.067,0.154,0.067,0.155,0.067,9411317.0,8.290501,0.0010505,54965.243657,0.017236,0.08,78.9385,11.6086,17.409,4416.0,False,
7545,9532123,K06069.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,0,0,q1_q17_dr25_sup_koi,LPP_DV---CENT_FEW_MEAS,8.214204254,8.059e-06,-8.059e-06,135.01403,0.00127,-0.00127,2454968.014,0.00127,-0.00127,0.0,,,,,,1.092,0.202,-0.086,4.5905,0.012,-0.012,,,,74177.0,136.0,-136.0,0.500312,0.164299,-0.07899,0.78916,0.06827,-0.04873,LS+MCMC,42.29,9.23,-3.99,0.0755,,,85.56,,,798.0,,,96.12,65.39,-27.75,14.12,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2787,0.3728,q1_q17_dr25_koi,171.57977,840.43097,613.1,1,35.0,1.0,q1_q17_dr25_tce,00000000000001111000000000000000,0.6585,Mandel and Agol (2002 ApJ 580 171),,,009/009532/009532123/dv/kplr009532123-20160209194854_dvr.pdf,009/009532/009532123/dv/kplr009532123-001-20160209194854_dvs.pdf,5654.0,178.0,-198.0,4.59,0.036,-0.144,-0.38,0.3,-0.3,0.774,0.169,-0.073,0.865,0.088,-0.097,,,,q1_q17_dr25_stellar,294.17896,46.188431,16.356,16.932,16.312,16.108,15.983,15.012,14.71,14.642,0.0,19.61193175,1.1e-07,46.1892153,2.6e-06,0.0392,0.004,2.8272,0.0093,-0.011,0.038,0.081,0.054,,,,,,,-0.048,0.081,-0.229,0.071,0.234,0.071,9532123.0,8.215,0.0001952,55000.742539,0.029771,0.15,78.9828,12.012,16.356,5434.0,False,
7547,9649222,K06071.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,5.918619554,7.12e-07,-7.12e-07,132.924716,0.000101,-0.000101,2454965.925,0.000101,-0.000101,0.0,,,,,,0.258,0.05,-0.006,3.94804,0.00396,-0.00396,,,,94124.0,103.0,-103.0,0.282768,0.000955,-0.000581,1.6165,0.00175,-0.08735,LS+MCMC,29.98,9.64,-3.21,0.0658,,,88.98,,,1009.0,,,245.42,235.97,-76.04,14.4118,0.0156,-0.0156,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,404.77362,3800.485,1117.0,1,229.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,009/009649/009649222/dv/kplr009649222-20160209194854_dvr.pdf,009/009649/009649222/dv/kplr009649222-001-20160209194854_dvs.pdf,5957.0,176.0,-211.0,4.498,0.039,-0.221,0.07,0.25,-0.3,0.971,0.312,-0.104,1.083,0.124,-0.152,,,,q1_q17_dr25_stellar,291.85846,46.386452,15.678,16.186,15.599,15.46,15.342,14.505,14.182,14.089,0.0,19.457227625,6.9e-08,46.38642534,8.1e-07,-0.1369,0.0026,-0.0888,0.0029,-0.0014,0.0098,0.001,0.014,0.006,0.067,-0.002,0.067,0.006,0.067,-0.052,0.085,0.029,0.071,0.059,0.082,9649222.0,5.9186193,1.38e-05,54965.923938,0.028505,0.18,78.4427,13.5394,15.678,5691.0,True,
7548,9664215,K06072.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,3.319523463,1.277e-06,-1.277e-06,131.923046,0.0003,-0.0003,2454964.923,0.0003,-0.0003,0.0,,,,,,1.162,0.442,-0.159,3.3465,0.0209,-0.0209,,,,38832.0,181.0,-181.0,0.444182,0.400886,-0.128186,0.49846,0.14295,-0.03984,LS+MCMC,38.37,9.36,-3.11,0.0416,,,79.9,,,1108.0,,,356.42,256.95,-86.46,6.62,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,q1_q17_dr25_koi,178.18674,2110.4111,249.4,1,322.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.4304,Mandel and Agol (2002 ApJ 580 171),,,009/009664/009664215/dv/kplr009664215-20160209194854_dvr.pdf,009/009664/009664215/dv/kplr009664215-001-20160209194854_dvs.pdf,5761.0,155.0,-155.0,4.581,0.04,-0.16,-0.4,0.3,-0.3,0.791,0.193,-0.064,0.881,0.087,-0.106,,,,q1_q17_dr25_stellar,297.35962,46.343552,15.101,15.618,15.057,14.879,14.778,13.852,13.516,13.398,0.027,19.82397471,1.3e-07,46.3435387,1.4e-06,0.0004,0.0047,-0.0407,0.0052,0.0002,0.0029,0.0003,0.0042,-0.001,0.067,0.005,0.067,0.005,0.067,0.054,0.068,0.082,0.068,0.098,0.068,9664215.0,3.3194959,6e-06,54964.925032,0.021571,0.27,80.1702,10.141,15.101,5543.0,False,
7549,7750740,K06162.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,5.874197307,3.15e-07,-3.15e-07,134.3187261,4.46e-05,-4.46e-05,2454967.319,4.46e-05,-4.46e-05,0.0,,,,,,0.7,0.116,-0.017,4.26585,0.00253,-0.00253,,,,205700.0,99.2,-99.2,0.50055,0.067829,-0.010401,1.50506,0.03595,-0.01908,LS+MCMC,59.2,18.25,-9.84,0.0635,,,87.14,,,1112.0,,,361.15,337.78,-143.18,14.002,0.334,-0.334,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2916,0.3447,q1_q17_dr25_koi,1094.4182,10478.589,2200.0,1,225.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6071,Mandel and Agol (2002 ApJ 580 171),,,007/007750/007750740/dv/kplr007750740-20160209194854_dvr.pdf,007/007750/007750740/dv/kplr007750740-001-20160209194854_dvs.pdf,6103.0,190.0,-212.0,4.363,0.124,-0.201,-0.22,0.3,-0.3,1.083,0.334,-0.18,0.987,0.153,-0.111,,,,q1_q17_dr25_stellar,290.99643,43.458752,14.857,15.309,14.79,14.663,14.521,13.613,13.237,13.237,0.0,19.399761014,3.1e-08,43.45874186,3.3e-07,-0.0386,0.0012,-0.0293,0.0012,-0.057,0.048,0.034,0.067,0.017,0.067,-0.012,0.067,0.021,0.067,-0.023,0.068,0.004,0.067,0.024,0.068,7750740.0,5.8741978,1.36e-05,54967.31795,0.02628,0.17,75.4565,12.8386,14.857,5777.0,False,
